training_cost,test_cost,epoch,training_shape_cost,test_shape_cost,training_shape_accuracy,test_shape_accuracy,training_size_cost,test_size_cost,training_size_accuracy,test_size_accuracy,training_color_cost,test_color_cost,training_color_accuracy,test_color_accuracy
0.18585413520718796,0.18585049311319987,0,0.06164053080994406,0.06164173550075955,0.1111111111111111,0.1111111111111111,0.06234676784939236,0.062344566980997725,0.1111111111111111,0.1111111111111111,0.061866836547851564,0.0618641906314426,0.125,0.125
0.2952150137630509,0.29746048421035576,5,0.10257259415991513,0.10292356514636382,0.20548611111111112,0.20208333333333334,0.15446368747287326,0.1575132581922743,0.6434027777777778,0.6423611111111112,0.038178732130262585,0.03702366087171766,0.8564583333333333,0.8652777777777778
0.2929829095911097,0.294721120669518,10,0.10234481246383102,0.10285971370744117,0.20791666666666667,0.20416666666666666,0.1535986328125,0.15612788730197483,0.6441666666666667,0.6444444444444445,0.03703946431477865,0.035733519660102,0.8581944444444445,0.86875
0.2916541963742103,0.29352236441624013,15,0.10218638478973766,0.10288771641107253,0.20868055555555556,0.20625,0.15310216267903645,0.15560162862141927,0.6441666666666667,0.6444444444444445,0.0363656489054362,0.03503301938374837,0.8605555555555555,0.8701388888888889
0.29037705409674,0.2925213787290785,20,0.1021454460238233,0.10290434095594618,0.20944444444444443,0.20694444444444443,0.1523605007595486,0.15508980221218532,0.6444444444444445,0.6444444444444445,0.03587110731336805,0.034527235560946994,0.8623611111111111,0.8701388888888889
0.28946086506784696,0.29141071696340304,25,0.1020093074845679,0.10284156328366127,0.2090972222222222,0.2076388888888889,0.15191385904947916,0.15442134009467232,0.6446527777777777,0.6451388888888889,0.035537698533799914,0.03414781358506944,0.8618055555555556,0.86875
0.28870333353678385,0.29067429407143297,30,0.1019879150390625,0.10281471911771797,0.20875,0.20694444444444443,0.15137376573350694,0.1538967556423611,0.6442361111111111,0.6444444444444445,0.03534165276421441,0.03396281931135389,0.8620138888888889,0.8673611111111111
0.28795736218676155,0.2902197355105553,35,0.10197429138937114,0.10279342274606965,0.21,0.2076388888888889,0.15099785698784723,0.15346296098497178,0.6442361111111111,0.6444444444444445,0.034985213809543184,0.03396335177951389,0.8616666666666667,0.8659722222222223
0.28736006536601505,0.2897122065226237,40,0.10196289816020448,0.1027693854437934,0.20972222222222223,0.2076388888888889,0.15060897827148437,0.15300887425740559,0.644375,0.6444444444444445,0.03478818893432617,0.0339339468214247,0.8609027777777778,0.8652777777777778
0.2869500007158444,0.28939722437917453,45,0.10195397647810571,0.10274780650197723,0.2103472222222222,0.20902777777777778,0.1503396775987413,0.15278864966498482,0.6440972222222222,0.6444444444444445,0.034656346638997394,0.033860768212212455,0.8619444444444444,0.8652777777777778
0.28661370501106165,0.28905849868868605,50,0.10194580831645447,0.10272641594027296,0.21041666666666667,0.20902777777777778,0.15014695909288195,0.1525314860873752,0.6440972222222222,0.6444444444444445,0.03452093760172526,0.033800596661037866,0.8626388888888888,0.8652777777777778
0.286337297934073,0.28873262228789154,55,0.10193228262442129,0.10270077740704571,0.21013888888888888,0.2076388888888889,0.14993864271375867,0.15228571361965604,0.6442361111111111,0.6444444444444445,0.03446637259589301,0.03374613126118978,0.8624305555555556,0.8652777777777778
0.28588542137616946,0.2881096027515553,60,0.1019260284047068,0.10267619380244503,0.210625,0.2076388888888889,0.1495829603407118,0.15177817874484592,0.6442361111111111,0.6444444444444445,0.03437643263075087,0.03365523020426432,0.8626388888888888,0.8659722222222223
0.2855695762163327,0.2873060220553551,65,0.1019201358748071,0.10265015967098284,0.21118055555555557,0.20902777777777778,0.1493713887532552,0.1512780507405599,0.6440277777777778,0.6444444444444445,0.0342780515882704,0.03337781164381239,0.8632638888888889,0.8659722222222223
0.284965555873918,0.2867369419262733,70,0.10191463517554013,0.1026254818763262,0.21118055555555557,0.20902777777777778,0.1489128621419271,0.15090325673421223,0.644375,0.6444444444444445,0.03413805855645074,0.03320820331573486,0.863125,0.8666666666666667
0.2847194316063398,0.2864540771201805,75,0.10190778567467207,0.1025882014521846,0.21118055555555557,0.20902777777777778,0.14879648844401042,0.15073624716864692,0.644375,0.6444444444444445,0.034015157487657335,0.03312962849934896,0.863125,0.8666666666666667
0.28437996546427413,0.2858527942940041,80,0.10185770670572918,0.10253561514395254,0.21083333333333334,0.20902777777777778,0.1486232672797309,0.15041367212931314,0.6440972222222222,0.6451388888888889,0.03389899147881402,0.03290350702073839,0.8635416666666667,0.8680555555555556
0.2841099515373324,0.2854576696584254,85,0.10183904953944829,0.1024990694022473,0.21055555555555555,0.20902777777777778,0.14850821601019965,0.15020541085137262,0.6441666666666667,0.6451388888888889,0.03376268598768446,0.032753189404805504,0.8638194444444445,0.8680555555555556
0.2839495213826498,0.2851940001970456,90,0.10183207194010417,0.10245848290714216,0.21055555555555555,0.20902777777777778,0.1484205288357205,0.15012651019626194,0.6443055555555556,0.6451388888888889,0.03369692060682509,0.03260900709364149,0.8639583333333334,0.86875
0.28364686659824706,0.28488750928713946,95,0.10182706102912809,0.10245179541317034,0.21055555555555555,0.20902777777777778,0.14821892632378472,0.15001399781968858,0.6445833333333333,0.6458333333333334,0.033600879245334205,0.0324217160542806,0.8645138888888889,0.8680555555555556
0.28333320123177985,0.28464215096132256,100,0.10181358054832175,0.10244786768783758,0.21104166666666666,0.20972222222222223,0.14807464599609374,0.14987217585245768,0.6447916666666667,0.6458333333333334,0.03344497468736437,0.03232210742102729,0.8663888888888889,0.8708333333333333
