epoch,time,training_cost,test_cost,shape_training_cost,size_training_cost,color_training_cost,shape_test_cost,size_test_cost,color_test_cost,shape_training_accuracy,size_training_accuracy,color_training_accuracy,shape_test_accuracy,size_test_accuracy,color_test_accuracy,monomino_training_accuracy,domino_training_accuracy,tromino1_training_accuracy,tromino2_training_accuracy,tetromino1_training_accuracy,tetromino2_training_accuracy,tetromino3_training_accuracy,tetromino4_training_accuracy,tetromino5_training_accuracy,1_training_accuracy,2_training_accuracy,3_training_accuracy,4_training_accuracy,black_training_accuracy,white_training_accuracy,red_training_accuracy,blue_training_accuracy,green_training_accuracy,yellow_training_accuracy,cyan_training_accuracy,magenta_training_accuracy,monomino_test_accuracy,domino_test_accuracy,tromino1_test_accuracy,tromino2_test_accuracy,tetromino1_test_accuracy,tetromino2_test_accuracy,tetromino3_test_accuracy,tetromino4_test_accuracy,tetromino5_test_accuracy,1_test_accuracy,2_test_accuracy,3_test_accuracy,4_test_accuracy,black_test_accuracy,white_test_accuracy,red_test_accuracy,blue_test_accuracy,green_test_accuracy,yellow_test_accuracy,cyan_test_accuracy,magenta_test_accuracy
0,0,0.18749998977365107,0.18750004061946163,0.06250000430583112,0.06249998546781994,0.0625,0.06250005651403356,0.06250000529819065,0.062499978807237414,0.1111111111111111,0.1111111111111111,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,nan
25,6.36614727973938,0.02659542362322305,0.6627891081350821,0.02641178729883157,0.0001748638493674142,8.772475024064382e-06,0.07479895132559317,0.12042712105645073,0.4675630357530382,0.5873015873015873,1.0,1.0,0.2111111111111111,0.4444444444444444,0.0,1.0,1.0,0.7842857142857143,0.6528571428571428,0.4514285714285714,0.4585714285714286,0.18857142857142858,0.32857142857142857,0.42142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.95,0.12,nan,nan,nan,nan,nan,0.0,nan,nan
50,7.088390035629272,0.015890097793001136,0.5759454627095917,0.015875887862378747,6.5551112805094035e-06,7.654819341879042e-06,0.06292308760278019,0.06785436736212837,0.4451680077446832,0.8238095238095238,1.0,1.0,0.4666666666666667,0.9,0.0,1.0,1.0,0.9728571428571429,0.9714285714285714,0.7557142857142857,0.9,0.5614285714285714,0.5357142857142857,0.7171428571428572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,0.8,0.5,0.3,0.7,0.7,0.0,0.1,0.1,1.0,0.8,1.0,0.86,nan,nan,nan,nan,nan,0.0,nan,nan
75,7.171226291656494,0.012576536457735972,0.4827019120440071,0.012567191418306327,3.2923142943117354e-06,6.0527251353339545e-06,0.0698304823887201,0.029062954584757487,0.3838084750705295,0.8890476190476191,1.0,1.0,0.5333333333333333,0.9888888888888889,0.0,1.0,1.0,0.9971428571428571,0.9957142857142857,0.8928571428571429,0.9514285714285714,0.6157142857142858,0.6928571428571428,0.8557142857142858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,0.9,0.5,0.5,0.8,0.9,0.0,0.0,0.2,1.0,0.9,1.0,1.0,nan,nan,nan,nan,nan,0.0,nan,nan
100,7.215366506576538,0.01054699409004084,0.4458092115543507,0.010541666020791996,2.2577674734213996e-06,3.0703017754214152e-06,0.07570611459237558,0.0230445040596856,0.3470585929022895,0.9088888888888889,1.0,1.0,0.5,0.9888888888888889,0.0,1.0,1.0,0.9971428571428571,1.0,0.9228571428571428,0.9757142857142858,0.6271428571428571,0.7428571428571429,0.9142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,0.9,0.5,0.5,0.7,0.6,0.0,0.0,0.3,1.0,0.9,1.0,1.0,nan,nan,nan,nan,nan,0.0,nan,nan
125,7.280172395706177,0.00969432140072246,0.43519410439479495,0.00969178214905754,1.138793821963999e-06,1.4004578429555137e-06,0.07943438306266878,0.02713285552130805,0.3286268658108181,0.915079365079365,1.0,1.0,0.5111111111111111,0.9777777777777777,0.0,1.0,1.0,0.9971428571428571,1.0,0.9342857142857143,0.9785714285714285,0.6328571428571429,0.7714285714285715,0.9214285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,0.9,0.5,0.6,0.8,0.5,0.0,0.0,0.3,1.0,0.9,0.95,1.0,nan,nan,nan,nan,nan,0.0,nan,nan
150,7.202953319549561,0.009322959634383428,0.4331968210361622,0.00932133857955798,8.632763037605891e-07,7.577785216863193e-07,0.08216083667896412,0.027004366450839572,0.3240316179063585,0.9176190476190477,1.0,1.0,0.5,0.9777777777777777,0.0,1.0,1.0,0.9971428571428571,1.0,0.9385714285714286,0.9814285714285714,0.6357142857142857,0.7771428571428571,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,0.9,0.6,0.6,0.8,0.5,0.0,0.0,0.1,1.0,0.9,0.95,1.0,nan,nan,nan,nan,nan,0.0,nan,nan
175,7.190683116912842,0.009113647862804835,0.4292975346247355,0.009112669391396606,5.02604784237014e-07,4.758666239915386e-07,0.08382941351996527,0.027536522017584907,0.3179315990871853,0.9193650793650794,1.0,1.0,0.5222222222222223,0.9777777777777777,0.0,1.0,1.0,0.9971428571428571,1.0,0.94,0.9814285714285714,0.6428571428571429,0.7828571428571428,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,0.9,0.6,0.6,0.8,0.6,0.1,0.0,0.1,1.0,0.9,0.95,1.0,nan,nan,nan,nan,nan,0.0,nan,nan
200,7.233469171524048,0.008991192990804756,0.4264124087345453,0.008990531262056326,3.224014422841488e-07,3.3932730614665955e-07,0.08593511699158468,0.02862102190653483,0.3118562698364258,0.9207936507936508,1.0,1.0,0.5333333333333333,0.9666666666666667,0.0,1.0,1.0,0.9971428571428571,1.0,0.9428571428571428,0.9814285714285714,0.6485714285714286,0.7857142857142857,0.9314285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,0.9,0.6,0.6,0.9,0.6,0.1,0.0,0.1,1.0,0.9,0.95,0.98,nan,nan,nan,nan,nan,0.0,nan,nan
225,7.223568239212036,0.008888752891345778,0.4195359565593578,0.00888827853732639,2.2994964161799067e-07,2.444043777705658e-07,0.08708583690502025,0.028229623370700414,0.3042204962836372,0.9215873015873016,1.0,1.0,0.5333333333333333,0.9444444444444444,0.0,1.0,1.0,0.9971428571428571,1.0,0.9428571428571428,0.9814285714285714,0.6514285714285715,0.7885714285714286,0.9328571428571428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,0.9,0.6,0.6,0.9,0.6,0.1,0.0,0.1,1.0,0.9,0.95,0.94,nan,nan,nan,nan,nan,0.0,nan,nan
250,7.252084560394287,0.008773508014469907,0.4157780788562916,0.008773130924823633,1.8652094276769768e-07,1.905687035076202e-07,0.08769994665075231,0.028310044606526693,0.2997680875990126,0.9230158730158731,1.0,1.0,0.5222222222222223,0.9444444444444444,0.0,1.0,1.0,0.9971428571428571,1.0,0.9428571428571428,0.9871428571428571,0.6542857142857142,0.7914285714285715,0.9342857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,0.9,0.6,0.6,0.9,0.5,0.1,0.0,0.1,1.0,0.9,0.95,0.94,nan,nan,nan,nan,nan,0.0,nan,nan
